ID,LostCustomer,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,intAdExposureCount12,intAdExposureCount36,intAdExposureCountAll,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,avgDiscountValue12,customersales,wksSinceFirstPurch,customerGender,EstimatedIncome,regionMedHomeVal,birthDate,customerSubscrStat,techSupportEval,Review_Text,Title,customerAge,DemHomeOwner,AvgPurchasePerAd12
10903,0,40,0,15,5,75,75,45.3,19,37,91,4,4,28,16,3,,774.64,151,F,112000,72930,15JUL2006,Platinum,3,,,18,HomeOwner,3.9473684211
145706,0,20,0,22,10,75,0,75,8,8,13,3,3,5,1,0,,498.67,46,F,70000,0,,Gold,,,,,Unknown,0
70086,0,21,1,17,3,35,67.5,53.35,11,24,23,6,11,9,3,1,20,556.05,54,F,96000,38090,27JUN2004,Platinum,2,,,20,HomeOwner,6.1363636364
146011,0,24,1,17,5,75,75,75,10,15,13,4,6,5,1,1,15,776.12,41,F,70000,258050,19NOV1994,Gold,5,,,29,HomeOwner,7.5
4986,0,0,0,5,5,75,75,51.45,23,43,103,5,5,28,21,2,,787.16,137,M,100000,113750,,Platinum,5,,,,HomeOwner,3.2608695652
146695,1,40,1,16,5,100,100,100,12,17,14,5,7,6,1,1,20,1008.97,40,F,54000,508170,27OCT1988,Gold,5,,,35,HomeOwner,8.3333333333
70972,0,29,0,23,10,125,0,125,10,10,15,4,4,6,1,0,,669.5,47,F,43000,101140,10DEC2005,Gold,,,,18,HomeOwner,0
147119,0,25,4,18,2,40,38,35.85,13,34,33,6,16,14,6,2,7.5,293.39,60,F,138000,406120,06JUN2004,Platinum,2,,,20,HomeOwner,2.9230769231
10965,0,46,2,6,3,65,66.65,56.45,19,34,49,6,14,12,10,2,15,555.05,57,F,92000,86970,10NOV2005,Platinum,3,,,18,HomeOwner,3.5078947368
147690,0,8,1,19,5,75,75,75,10,16,14,4,7,6,1,1,15,787.95,43,F,70000,184990,,Gold,5,,,,Unknown,7.5
10975,0,32,0,19,3,115,96.65,88.35,17,39,99,6,6,33,15,3,,963.94,151,F,60000,64740,14JAN1986,Platinum,3,,,38,HomeOwner,5.6852941176
148092,0,27,3,26,3,100,86.65,86.65,10,32,35,5,16,15,6,2,17.33,713.02,66,M,61000,424580,07DEC2005,Platinum,3,,,18,HomeOwner,8.665
53853,1,27,3,22,1,50,35,31.25,12,33,34,6,16,15,8,2,7.67,218.51,65,F,155000,24180,,Platinum,2,,,,Unknown,2.9166666667
148544,1,26,2,18,2,75,81.25,68,13,34,64,6,17,29,10,3,20,375.02,124,F,77000,557180,24MAY1998,Platinum,3,,,26,Unknown,6.25
44001,0,45,1,20,3,75,62.5,43.75,11,26,36,5,11,13,4,2,15,550.4,77,F,115000,128700,11MAR2002,Platinum,5,,,22,HomeOwner,5.6818181818
148814,1,37,1,18,3,75,65,51.9,13,34,51,6,16,21,8,2,11,535.03,91,F,99000,415220,09JAN1992,Platinum,3,,,32,HomeOwner,5
54796,0,24,1,19,2,50,41.25,32.8,12,33,38,6,16,16,9,2,10,319.82,69,F,149000,50180,01JUL1997,Platinum,3,,,27,HomeOwner,3.4375
149078,0,36,2,17,3,50,58.35,63.1,12,33,81,5,15,31,21,3,12.5,508.96,154,M,83000,587730,08DEC1990,Platinum,2,,,33,HomeOwner,4.8625
22015,0,28,1,19,2,50,56.25,48.65,13,34,72,6,16,31,15,3,15,390.1,150,M,105000,58500,,Platinum,2,,,,Unknown,4.3269230769
149429,1,20,4,21,1,50,39.15,27.4,13,33,72,6,17,33,33,3,8.25,259.82,134,F,174000,296400,22MAY2006,Platinum,2,,,18,HomeOwner,3.0115384615
56053,0,21,2,17,1,35,34.15,29.4,14,35,37,6,16,15,8,2,6,230.53,65,F,164000,51220,20JUL2002,Platinum,2,,,22,HomeOwner,2.4392857143
149851,0,32,4,22,1,45,51.65,44.6,13,33,46,6,17,20,13,2,10,239.49,81,M,113000,93340,,Platinum,2,,,,Unknown,3.9730769231
1498,0,45,3,15,1,100,100,78.35,26,47,88,11,21,34,12,2,20,825.7,80,F,67000,146640,17MAR1994,Platinum,3,,,30,HomeOwner,3.8461538462
150043,1,28,1,24,5,100,100,100,7,17,16,3,7,6,1,1,20,1008.97,48,M,54000,453830,27JUN2001,Gold,5,,,23,HomeOwner,14.285714286
56371,0,35,2,16,1,25,23.35,22.5,13,33,36,6,15,15,8,2,5,181.67,68,M,205000,66040,,Platinum,2,,,,Unknown,1.7961538462
150213,0,23,2,16,3,50,37.5,33.35,14,22,19,6,10,8,3,2,7.5,339.41,44,M,147000,265720,04JAN2005,Gold,3,,,19,HomeOwner,2.6785714286
22132,0,35,2,18,2,50,50,45,12,31,36,6,15,15,7,2,10,396.41,76,M,113000,56550,,Platinum,3,,,,Unknown,4.1666666667
150274,0,46,4,17,2,50,39,37.5,12,29,29,6,14,12,6,2,7.25,313.91,57,M,132000,250640,30APR1990,Platinum,2,,,34,HomeOwner,3.25
56697,1,33,5,19,1,50,45,38.5,12,30,35,6,15,15,10,2,8.6,262.68,68,F,129000,46020,24MAR1995,Platinum,2,,,29,HomeOwner,3.75
150379,1,25,1,24,5,100,100,100,7,17,15,3,7,6,1,1,20,1008.97,48,F,54000,252590,,Gold,5,,,,Unknown,14.285714286
189657,0,35,1,17,5,75,75,75,4,6,5,2,3,3,1,1,15,781.08,41,M,70000,164710,,Member,5,,,,Unknown,18.75
150970,1,22,1,23,5,100,100,100,8,18,16,3,7,6,1,1,20,1008.97,47,F,54000,240630,05JAN1995,Gold,5,,,29,Unknown,12.5
59056,0,23,1,23,5,75,75,75,8,15,13,3,6,5,1,1,15,774.61,47,F,70000,47190,26MAY1992,Gold,5,,,32,Unknown,9.375
151335,0,20,1,17,3,80,75,49,13,33,65,6,15,27,10,3,14,702.9,127,F,104000,229450,07NOV2003,Platinum,3,,,20,HomeOwner,5.7692307692
22301,0,51,2,16,1,50,50,46.5,14,33,55,6,15,21,10,2,10,382.36,93,U,109000,134680,11NOV2003,Platinum,2,,,20,Unknown,3.5714285714
151768,0,33,3,22,2,60,41.25,29.45,13,34,58,5,15,23,19,3,9,317.11,99,F,163000,210210,09NOV1993,Platinum,2,,,30,HomeOwner,3.1730769231
59393,0,29,1,23,5,125,125,125,10,17,15,4,7,6,1,1,25,1739.32,47,M,43000,129480,12MAR1996,Gold,5,,,28,Unknown,12.5
152094,1,33,4,16,2,50,39,35,12,33,39,6,16,16,7,2,7.25,296.57,69,F,141000,200980,03JAN1992,Platinum,2,,,32,HomeOwner,3.25
920,0,37,2,6,2,125,83,49.5,25,47,102,10,21,39,20,3,12.5,965.39,117,F,103000,141050,07JAN2003,Platinum,4,,,21,HomeOwner,3.32
152260,0,27,1,19,3,70.3,73.45,49.1,13,34,82,6,16,33,24,3,15,549.73,153,U,104000,119340,,Platinum,2,,,,HomeOwner,5.65
59732,0,28,1,16,5,115,115,115,12,17,14,5,7,6,1,1,23,1114.94,40,F,47000,57720,,Gold,5,,,,Unknown,9.5833333333
152528,1,42,1,17,5,75,75,75,10,15,13,4,6,5,1,1,15,886.56,41,F,70000,208780,19NOV1996,Gold,5,,,27,HomeOwner,7.5
5617,0,30,0,26,5,125,125,67.65,29,51,129,5,5,35,40,3,,1748.45,154,F,77000,170690,14MAY2006,Platinum,4,,,18,Unknown,4.3103448276
152784,0,31,4,21,2,105,98,70,12,33,68,6,17,31,15,3,20,967.99,152,U,75000,213850,02NOV1989,Platinum,3,,,34,HomeOwner,8.1666666667
59816,0,40,1,21,5,75,75,75,8,15,13,3,6,5,1,1,15,775.26,45,F,70000,49140,04MAY1993,Gold,5,,,31,HomeOwner,9.375
152994,0,40,3,16,3,55,51.65,37.2,13,34,71,5,15,30,16,3,10.33,392.71,147,F,133000,250250,21JAN2002,Platinum,2,,,22,HomeOwner,3.9730769231
44006,0,45,3,19,2,50,228.75,156.75,13,32,62,6,17,26,20,3,44.33,4257.6,116,U,35000,128700,14JAN1998,Platinum,2,,,26,HomeOwner,17.596153846
153081,0,24,5,16,1,70,59.15,59.15,15,32,31,6,15,13,6,2,11.2,379.1,57,M,88000,531050,10MAY2004,Platinum,2,,,20,HomeOwner,3.9433333333
59975,0,15,0,20,5,100,100,100,10,16,15,4,4,5,1,0,,1113.21,44,F,54000,76050,24JUL2003,Gold,,,,21,HomeOwner,10
153301,1,45,1,17,3,80,76.65,42.9,14,33,73,6,15,27,19,3,16,571.65,129,M,117000,446940,,Platinum,3,,,,Unknown,5.475
5701,0,30,0,16,5,125,125,78.55,22,41,75,5,5,20,7,2,,1743,99,M,67000,711750,15JUL2006,Platinum,5,,,18,HomeOwner,5.6818181818
153708,1,15,1,16,5,75,75,75,11,16,13,4,6,5,1,1,15,927.56,40,F,70000,182780,,Gold,5,,,,Unknown,6.8181818182
60221,0,37,1,16,5,125,125,125,12,17,14,5,7,6,1,1,25,1743.62,40,F,43000,56680,16JUN1997,Gold,5,,,27,Unknown,10.416666667
154000,0,32,2,15,2,30,42.5,38.15,24,43,75,10,19,33,15,3,8.5,294.23,151,M,130000,259090,26MAR2004,Gold,1,,,20,Unknown,1.7708333333
71106,0,21,1,16,5,125,125,125,12,17,14,5,7,6,1,1,25,1743.99,40,F,43000,115310,29JUN2004,Gold,5,,,20,Unknown,10.416666667
154544,1,45,1,17,3,85,80,39.7,13,34,81,6,17,33,30,3,15,757.44,154,F,126000,84890,20MAY1991,Platinum,3,,,33,Unknown,6.1538461538
60428,0,23,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1115.55,41,F,54000,140400,03JUN1993,Gold,5,,,31,HomeOwner,10
155223,0,42,1,18,5,100,100,100,10,15,12,4,6,5,1,1,20,1108.92,42,M,54000,234650,06JAN2004,Gold,5,,,20,HomeOwner,10
5769,0,26,0,18,5,125,75,67.5,14,36,54,6,6,23,8,1,,788.42,125,M,78000,174200,,Platinum,5,,,,HomeOwner,5.3571428571
155851,1,41,1,23,5,100,100,100,9,19,17,3,7,6,1,1,20,1008.97,47,F,54000,127140,14NOV1983,Gold,5,,,40,HomeOwner,11.111111111
60638,0,17,2,17,2,30,35,32.5,12,31,36,6,15,16,8,2,6.5,292.01,68,F,150000,113880,28MAR2005,Platinum,2,,,19,Unknown,2.9166666667
156190,0,27,2,19,2,45,45,41.75,12,34,67,6,17,26,20,3,9,292.49,110,F,120000,177320,,Platinum,2,,,,Unknown,3.75
44053,0,42,1,18,3,60,55,39.75,15,35,82,6,15,31,19,3,10,488.21,154,F,126000,121030,12APR2003,Platinum,2,,,21,HomeOwner,3.6666666667
156559,1,33,2,15,2,75,57,49.3,14,32,42,6,15,17,7,2,9.5,373.52,81,M,104000,280540,15APR1995,Platinum,3,,,29,HomeOwner,4.0714285714
61131,0,24,0,18,10,100,0,74.5,14,14,71,6,6,28,10,2,,669.7,128,M,71000,56940,22JAN2005,Platinum,5,,,19,Unknown,0
156818,0,38,0,15,5,75,75,75,9,13,11,4,4,5,1,0,,789.21,39,F,70000,243750,,Gold,,,,,Unknown,8.3333333333
11152,0,31,0,18,3,100,100,58.6,23,44,98,6,6,32,18,3,,831.35,149,F,88000,247780,19OCT2005,Platinum,3,,,18,HomeOwner,4.347826087
157307,1,25,1,16,5,125,125,125,11,16,14,5,7,6,1,1,25,1631.69,40,M,43000,423020,25NOV1985,Gold,5,,,38,HomeOwner,11.363636364
61208,0,19,1,17,5,100,100,100,10,15,13,4,6,5,1,1,20,1122.7,41,M,54000,116220,25NOV1981,Gold,5,,,42,Unknown,10
157687,1,25,1,18,3,75,53.35,37.2,13,33,56,6,15,21,9,2,15,503.03,102,F,133000,644020,10JUN1999,Platinum,3,,,25,HomeOwner,4.1038461538
1517,0,27,4,18,1,70,58.35,46.35,24,43,75,11,20,29,11,3,11.5,393.46,80,M,110000,62140,19MAR1994,Platinum,2,,,30,Unknown,2.43125
157973,1,69,1,15,5,30,75,52.5,12,17,14,4,6,5,2,1,15,633.93,40,M,98000,255710,19MAY2005,Gold,2,,,19,HomeOwner,6.25
61366,0,34,0,19,5,125,125,75,13,25,48,6,6,17,4,2,,1753.66,97,F,70000,75140,05MAR1992,Platinum,5,,,32,Unknown,9.6153846154
158389,1,24,2,18,2,50,54,35,13,33,64,6,17,28,14,3,9,370.57,137,M,141000,386230,06JAN2007,Platinum,2,,,17,HomeOwner,4.1538461538
23025,0,48,1,25,5,110,110,66.9,12,34,53,6,17,21,8,2,22,1112.78,93,F,78000,89050,05JUN1994,Platinum,3,,,30,HomeOwner,9.1666666667
158813,1,46,1,15,3,50,50,47.5,14,34,78,6,15,30,26,3,10,365.81,147,M,107000,296270,16MAR2005,Platinum,2,,,19,HomeOwner,3.5714285714
61414,0,25,0,20,5,100,100,100,10,17,15,4,4,6,1,0,,1112.25,44,F,54000,34970,03MAY1999,Gold,,,,25,HomeOwner,10
159358,1,22,6,16,1,50,47.15,40.2,14,34,71,6,17,29,23,3,9.5,264.43,128,M,124000,513500,20MAY2004,Platinum,2,,,20,HomeOwner,3.3678571429
187226,0,29,1,17,5,75,75,75,5,7,6,1,2,2,1,1,15,772.73,41,F,70000,114660,,Member,5,,,,Unknown,15
159750,1,24,5,16,1,50,37.5,30,14,34,71,6,17,27,17,3,7.6,238.39,121,M,161000,122980,24MAR2005,Platinum,2,,,19,HomeOwner,2.6785714286
61667,0,34,1,21,5,115,115,115,10,17,15,4,7,6,1,1,23,1107.2,45,F,47000,86710,19MAR1984,Gold,5,,,40,HomeOwner,11.5
160394,1,26,6,17,1,40,38.75,30.25,14,35,65,6,17,23,19,3,8,222.58,107,F,160000,114660,23APR2007,Platinum,2,,,17,HomeOwner,2.7678571429
23183,0,24,2,16,3,125,125,75,12,31,55,4,13,21,7,2,25,1754.86,104,F,70000,50830,06APR2002,Platinum,4,,,22,HomeOwner,10.416666667
160761,0,67,3,19,1,60,52.85,32.15,15,37,72,6,17,29,20,3,11,391.13,150,M,151000,88790,,Platinum,2,,,,HomeOwner,3.5233333333
62077,0,23,1,17,5,75,75,75,10,15,13,4,6,5,1,1,15,780.68,41,M,70000,75400,09JAN1996,Gold,5,,,28,HomeOwner,7.5
160938,0,49,1,21,5,75,75,75,8,15,13,3,6,5,1,1,15,786.61,45,M,70000,111410,08MAR1991,Gold,5,,,33,HomeOwner,9.375
14183,0,44,1,4,3,0,75,53.75,31,36,35,6,9,7,4,1,20,705.7,41,F,96000,88790,15APR1992,Gold,5,,,32,Unknown,2.4193548387
161031,0,42,4,15,2,50,57,53,9,19,32,5,13,20,10,3,11.75,387.24,129,M,97000,74360,,Platinum,2,,,,HomeOwner,6.3333333333
9124,0,29,2,19,2,90,83.75,63.55,16,37,86,6,16,25,17,3,17,588.57,112,M,82000,312780,26APR2005,Platinum,3,,,19,HomeOwner,5.234375
161115,1,50,1,15,3,50,63.35,43.15,12,33,73,5,15,31,16,3,14,406.75,149,U,117000,94640,,Platinum,2,,,,HomeOwner,5.2791666667
1519,0,31,4,5,1,75,58.35,55,26,43,57,11,19,21,10,2,12.5,380.11,73,F,94000,123760,10JUN2002,Platinum,3,,,22,HomeOwner,2.2442307692
161312,0,5,1,20,5,100,100,100,10,17,15,4,7,6,1,1,20,1114.88,44,M,54000,67080,07MAR1990,Gold,5,,,34,HomeOwner,10
62810,0,35,1,16,5,125,125,125,12,17,14,5,7,6,1,1,25,1743.63,40,F,43000,49400,,Gold,5,,,,Unknown,10.416666667
161632,0,23,2,18,3,75,50,50,11,24,21,4,9,8,2,2,10,502.45,54,F,102000,72930,19JAN1995,Platinum,5,,,29,Unknown,4.5454545455
508,0,33,4,21,2,125,82.5,58.85,23,44,87,10,20,34,13,2,16.5,957.64,103,F,88000,120250,05NOV2004,Platinum,4,,,19,HomeOwner,3.5869565217
161763,1,0,2,18,3,50,75,52.2,13,34,66,6,16,25,18,3,15,439.93,109,M,98000,527540,28OCT1993,Platinum,2,,,30,Unknown,5.7692307692
63253,0,44,1,15,5,100,100,100,8,10,10,3,4,4,1,1,20,1124.55,39,M,54000,50440,26JUL2000,Member,5,,,24,Unknown,12.5
161874,0,26,2,22,3,75,75,75,10,27,25,4,11,10,2,2,15,713.86,57,F,70000,361400,23FEB2001,Platinum,5,,,23,Unknown,7.5
11258,0,22,1,18,3,50,55,44.45,13,32,68,6,14,24,9,2,11,385.85,140,F,114000,45370,30MAY2006,Platinum,2,,,18,HomeOwner,4.2307692308
162349,0,31,1,19,3,75,61.65,35.4,13,33,57,6,15,24,13,2,12,493.54,120,M,139000,585000,25OCT2004,Platinum,3,,,19,HomeOwner,4.7423076923
63699,0,37,1,15,5,75,75,75,7,9,9,2,3,3,1,1,15,790.35,39,F,70000,45370,21NOV1991,Member,5,,,32,HomeOwner,10.714285714
162618,1,13,3,18,1,25,25,23.55,12,33,54,6,17,23,14,3,5.33,162.91,103,F,197000,347100,14JUN2004,Platinum,1,,,20,HomeOwner,2.0833333333
1529,0,37,4,10,1,105,90.7,82.3,31,51,70,11,20,24,13,3,17.5,964.11,73,M,64000,106730,26JUN2005,Platinum,3,,,19,HomeOwner,2.9258064516
163102,0,21,1,23,5,100,100,100,8,19,17,3,8,7,1,1,20,1115.16,47,F,54000,0,,Gold,5,,,,Unknown,12.5
64345,0,26,1,17,5,75,75,75,10,15,13,4,6,5,1,1,15,781.31,41,M,70000,121160,23MAR1974,Gold,5,,,50,HomeOwner,7.5
163661,0,12,2,24,3,75,62.5,62.5,9,23,21,4,10,9,2,2,12.5,550.42,55,F,83000,284830,14NOV2002,Platinum,5,,,21,HomeOwner,6.9444444444
23778,1,28,1,21,5,80,80,65,10,24,29,4,9,10,2,2,16,10512.9,69,F,80000,140660,24DEC2005,Platinum,5,,,18,Unknown,8
163759,0,19,1,23,5,75,25,50,10,22,22,4,9,8,2,1,5,498.3,52,F,102000,457470,05JUL1992,Platinum,5,,,32,HomeOwner,2.5
64744,0,36,1,15,3,50,75,75,12,17,15,5,7,6,2,1,20,704.63,41,M,70000,176150,27APR1990,Gold,3,,,34,HomeOwner,6.25
164284,0,31,1,27,3,100,70,63.35,10,27,28,4,12,11,3,1,8,644.2,57,M,82000,182780,,Platinum,5,,,,Unknown,7
164761,0,25,2,22,3,100,75,75,10,27,26,4,11,10,2,2,15,703.54,57,F,70000,226330,01APR1987,Platinum,5,,,37,HomeOwner,7.5
64933,0,22,1,16,5,75,75,75,11,16,13,4,6,5,1,1,15,770.71,40,M,70000,188110,17NOV2002,Gold,5,,,21,HomeOwner,6.8181818182
165229,0,44,2,26,3,75,65,51.65,9,25,29,4,11,11,3,2,13,554.5,64,M,99000,205530,,Platinum,5,,,,Unknown,7.2222222222
11316,0,21,1,17,3,60,63.35,53.75,14,29,36,6,13,11,4,1,16,552.33,56,M,96000,129480,07JUN2002,Platinum,3,,,22,HomeOwner,4.525
165418,0,35,2,22,3,100,75,75,10,27,25,4,11,10,2,2,15,716.18,57,M,70000,206180,09JUL1990,Platinum,5,,,34,HomeOwner,7.5
65223,0,27,3,21,2,50,42.5,36.45,12,31,48,6,15,18,7,2,8.67,315.85,87,F,136000,151970,25JUN2003,Platinum,2,,,21,Unknown,3.5416666667
165662,1,39,3,17,3,100,83.35,83.35,7,25,23,4,12,10,3,2,16.67,760.72,57,F,64000,233220,03JUN1997,Platinum,5,,,27,HomeOwner,11.907142857
1543,0,35,1,18,3,150,150,137.5,25,40,47,11,18,17,4,1,30,1751.72,73,F,39000,745550,08JUL1997,Platinum,5,,,27,HomeOwner,6
165845,0,39,1,23,5,100,100,100,8,19,18,3,8,7,1,1,20,1106.93,47,M,54000,117520,21MAR2001,Gold,5,,,23,HomeOwner,12.5
65417,0,20,1,24,5,75,75,75,7,17,15,3,7,6,1,1,15,779.72,48,F,70000,114790,28MAY2002,Gold,5,,,22,HomeOwner,10.714285714
166038,0,45,1,19,3,85,80,80,11,24,22,4,10,9,2,1,15,714.64,52,F,66000,403780,,Platinum,5,,,,Unknown,7.2727272727
11346,0,25,1,15,2,40,32.5,23.55,23,41,83,5,12,21,17,2,8,219.72,116,F,197000,289640,,Platinum,2,,,,Unknown,1.4130434783
166337,1,37,0,23,10,75,0,75,8,8,13,3,3,5,1,0,,336.56,47,M,70000,755690,07APR1990,Gold,,,,34,HomeOwner,0
65837,1,28,0,19,10,125,0,125,10,10,12,4,4,4,1,0,,2606.69,43,M,43000,55380,,Gold,,,,,Unknown,0
166504,0,21,1,21,5,100,100,100,10,16,14,4,7,6,1,1,20,1107.84,45,F,54000,423800,29JUL2004,Gold,5,,,20,HomeOwner,10
190026,0,32,1,21,5,125,125,125,4,7,7,2,4,4,1,1,25,1736.55,45,F,43000,123370,,Member,5,,,,Unknown,31.25
166952,0,38,1,26,5,100,100,100,7,19,17,3,8,7,1,1,20,1122.29,50,M,54000,566670,,Gold,5,,,,HomeOwner,14.285714286
66097,0,27,1,24,5,105,105,105,7,17,16,3,7,6,1,1,21,1111.33,48,F,51000,131950,12JAN1976,Gold,5,,,48,HomeOwner,15
167360,0,29,1,27,5,75,75,75,4,15,13,2,7,6,2,1,15,770.66,53,M,70000,515190,25DEC1999,Platinum,5,,,24,HomeOwner,18.75
11366,0,36,2,8,3,50,28.35,28.2,23,38,80,5,13,27,22,3,5,354.44,152,F,169000,144560,12JAN2004,Platinum,2,,,20,Unknown,1.2326086957
167644,0,26,1,21,5,75,75,51.65,10,26,39,4,10,13,3,1,15,778.29,80,M,99000,382330,,Platinum,5,,,,HomeOwner,7.5
66318,0,35,0,19,5,100,100,100,10,17,15,4,4,6,1,0,,1115.27,43,M,54000,92040,18APR1974,Gold,,,,50,Unknown,10
167927,0,4,3,19,2,100,92.5,80,13,34,39,6,17,16,6,2,18,596.18,64,M,66000,115180,14MAY1988,Platinum,3,,,36,Unknown,7.1153846154
618,0,35,4,20,1,85,61.65,47.15,26,47,98,11,21,35,28,3,12,388.52,100,M,108000,118820,,Platinum,3,,,,Unknown,2.3711538462
168194,0,30,1,21,5,80,80,65,10,27,30,4,11,11,2,1,16,1094.48,63,M,80000,372060,14JAN2005,Platinum,5,,,19,Unknown,8
66848,0,43,0,19,10,75,0,75,10,10,13,4,4,4,1,0,,486.64,43,M,70000,121940,31OCT1992,Gold,,,,31,HomeOwner,0
169110,0,25,2,21,3,100,87.5,87.5,10,22,22,4,10,9,2,2,17.5,713.43,53,U,61000,143130,22JUL1987,Platinum,5,,,37,Unknown,8.75
6607,0,15,0,19,5,75,75,58.35,11,26,33,4,4,12,3,1,,782.97,104,M,89000,57980,20APR1998,Platinum,5,,,26,Unknown,6.8181818182
169371,1,31,1,23,5,125,125,125,10,17,16,4,7,6,1,1,25,1131.69,47,F,43000,186680,11FEB2006,Gold,5,,,18,HomeOwner,12.5
67254,0,0,1,21,5,100,100,100,10,17,15,4,7,6,1,1,20,1119.8,45,F,54000,40950,06MAR1992,Gold,5,,,32,HomeOwner,10
169613,1,18,2,23,3,250,133.35,170.85,8,25,47,4,13,19,6,2,30,3003.78,101,F,32000,138450,09JUL2000,Platinum,4,,,24,Unknown,16.66875
43732,0,45,1,17,3,100,67.5,48.75,11,23,37,5,10,13,4,2,20,642.92,100,F,105000,115440,,Platinum,5,,,,HomeOwner,6.1363636364
169814,0,37,1,15,3,100,90,65,7,26,41,3,11,17,5,2,16,698.38,110,M,80000,280670,05JUL2004,Member,5,,,20,HomeOwner,12.857142857
67328,0,27,0,17,5,100,100,75,10,21,22,4,4,9,2,0,,1112.4,66,F,70000,141960,24JAN1999,Platinum,,,,25,HomeOwner,10
170106,1,25,1,22,3,75,75,75,10,23,22,4,10,9,2,1,15,561.56,52,F,70000,191230,03JUL1996,Platinum,5,,,28,HomeOwner,7.5
6665,0,24,7,21,1,50,45,36.1,20,41,82,6,17,26,27,3,9.14,287.23,110,M,137000,415480,15JAN2002,Platinum,2,,,22,Unknown,2.25
170294,0,54,2,23,3,80,65,65,10,23,22,4,10,9,2,2,13,638.71,53,F,80000,120510,16OCT1994,Platinum,5,,,29,Unknown,6.5
67364,0,25,2,23,3,50,66.65,66.65,11,29,27,5,13,11,3,2,10,556.13,57,F,79000,89310,,Platinum,3,,,,HomeOwner,6.0590909091
170924,0,37,0,18,5,75,125,91.65,10,25,53,5,5,21,6,2,,1746.13,109,M,58000,508040,09JUL1995,Platinum,5,,,29,Unknown,12.5
11442,0,22,2,18,3,50,50,37.95,13,33,85,4,13,29,17,3,10,398.51,146,F,131000,187590,14JUN2007,Platinum,2,,,17,Unknown,3.8461538462
171102,0,31,0,18,3,250,187.5,118.35,13,33,56,6,6,23,6,1,,1755.49,101,F,46000,264810,05JAN2006,Platinum,5,,,18,Unknown,14.423076923
67382,0,32,0,18,3,100,87.5,87.5,10,23,23,4,4,8,2,0,,698.64,56,M,61000,71760,11MAR1981,Platinum,,,,43,HomeOwner,8.75
171214,0,38,1,23,5,125,125,125,10,17,15,4,7,6,1,1,25,1751.43,47,F,43000,172510,06APR1990,Gold,5,,,34,HomeOwner,12.5
6749,0,21,0,25,5,500,500,322,15,36,71,6,6,20,5,1,,8645.93,80,M,17000,230620,23MAY2003,Platinum,5,,,21,Unknown,33.333333333
171347,0,38,2,23,3,80,80,72.5,10,28,38,4,12,15,4,2,16,703.43,100,F,73000,256750,22JUL1998,Platinum,5,,,26,HomeOwner,8
67456,0,26,0,26,5,100,100,38.35,9,26,67,4,4,28,18,3,,1106.99,154,F,130000,83980,,Platinum,3,,,,Unknown,11.111111111
171889,0,17,2,24,3,80,65,51.65,10,27,31,4,11,12,3,2,13,646.43,68,F,99000,114270,22JUL2001,Platinum,5,,,23,HomeOwner,6.5
189996,0,9,1,16,5,75,75,75,4,6,5,2,3,3,1,1,15,787.12,40,F,70000,93730,,Member,5,,,,Unknown,18.75
172486,0,51,1,24,5,125,125,125,9,19,17,4,8,7,1,1,25,1741.87,48,M,43000,197340,,Gold,5,,,,HomeOwner,13.888888889
67509,0,25,0,16,5,75,75,75,12,17,14,4,4,5,1,0,,777.83,40,M,70000,57590,29OCT1973,Gold,,,,50,HomeOwner,6.25
172784,1,30,7,17,1,30,23.15,27.85,13,31,54,6,17,22,14,3,4.71,168.64,109,F,171000,89440,24MAR2001,Platinum,1,,,23,HomeOwner,1.7807692308
6851,1,34,2,16,3,50,50,50,20,40,100,7,17,36,28,3,10,314.33,150,U,102000,182000,10JUN2001,Platinum,2,,,23,Unknown,2.5
173166,0,35,1,18,3,100,87.5,87.5,11,25,22,4,10,9,2,1,15,704.35,55,F,61000,258310,09MAR1955,Platinum,5,,,69,Unknown,7.9545454545
67571,0,24,0,16,5,125,125,125,11,16,13,5,5,6,1,0,,1741.96,40,F,43000,24830,,Gold,,,,,Unknown,11.363636364
173368,0,34,1,25,3,100,75,75,9,26,24,4,11,10,2,1,10,715.45,56,M,70000,147160,,Platinum,5,,,,Unknown,8.3333333333
9155,0,43,0,14,10,50,0,55.65,27,27,58,3,3,10,8,1,,355.08,89,F,93000,59280,13NOV2004,Platinum,3,,,19,Unknown,0
173582,0,36,2,22,3,100,100,100,10,27,26,4,11,10,2,2,20,824.47,56,F,54000,94510,10NOV1981,Platinum,5,,,42,HomeOwner,10
67619,0,26,2,21,3,50,50,38.9,11,28,67,4,12,23,18,3,10,392.96,117,M,128000,17420,02JUL1996,Platinum,2,,,28,Unknown,4.5454545455
173995,0,39,2,18,3,75,55,41.65,10,27,27,4,11,11,3,2,11,485.38,64,M,121000,455000,21FEB1995,Platinum,5,,,29,HomeOwner,5.5
11480,0,47,1,20,3,50,52.5,41.85,12,31,89,4,12,31,19,3,10,400.74,148,M,120000,59410,,Platinum,2,,,,Unknown,4.375
